阿罗汉,a'luo'han
续得往生,xu'de'wang'sheng
虚空无立,xu'kong'wu'li
虚空诸天神,xu'kong'zhu'tian'shen
须弥,xu'mi
须弥山王,xu'mi'shan'wang
虚妄分别,xu'wang'fen'bie
须臾间耳,xu'yu'jian'er
须臾之顷,xu'yu'zhi'qing
宣布道化,xuan'bu'dao'hua
玄黄朱紫,xuan'huang'zhu'zi
宣妙理,xuan'miao'li
宣扬戒定精进门,xuan'yang'jie'ding'jing'jin'men
选择所欲,xuan'ze'suo'yu
悬缯然灯,xuan'zeng'ran'deng
悬诸宝铃,xuan'zhu'bao'ling
雪山,xue'shan
寻发无上真正道意,xun'fa'wu'shang'zhen'zheng'dao'yi
演畅妙法,yan'chang'miao'fa
演出无量妙法音声,yan'chu'wu'liang'miao'fa'yin'sheng
演慈辩,yan'ci'bian
厌患女身,yan'huan'nv'shen
严净,yan'jing
焰摩罗界,yan'mo'luo'jie
厌女转男愿,yan'nv'zhuan'nan'yuan
言色常和,yan'se'chang'he
言色当和,yan'se'dang'he
沿水流芬,yan'shui'liu'fen
演说苦空,yan'shuo'ku'kong
演说正法,yan'shuo'zheng'fa
言行相副,yan'xing'xiang'fu
言行忠信,yan'xing'zhong'xin
殃恶未尽,yang'e'wei'jin
殃咎牵引,yang'jiu'qian'yin
要当孝顺,yao'dang'xiao'shun
要当作善,yao'dang'zuo'shan
曜慧日,yao'hui'ri
夜摩,ye'mo
业因果报,ye'yin'guo'bao
亦不贡高,yi'bu'gong'gao
意不欢乐,yi'bu'huan'le
意不开解,yi'bu'kai'jie
已曾供养无量诸佛,yi'ceng'gong'yang'wu'liang'zhu'fo
已曾供养无数诸佛,yi'ceng'gong'yang'wu'shu'zhu'fo
已曾供养诸如来,yi'ceng'gong'yang'zhu'ru'lai
已曾亲近无量诸佛,yi'ceng'qin'jin'wu'liang'zhu'fo
以次化没,yi'ci'hua'mei
以此回向,yi'ci'hui'xiang
以此为苦,yi'ci'wei'ku
以此义利故,yi'ci'yi'li'gu
以此因缘,yi'ci'yin'yuan
一旦开达明彻,yi'dan'kai'da'ming'che
亦得,yi'de
亦得往生,yi'de'wang'sheng
以定慧力,yi'ding'hui'li
已度之者使成佛,yi'du'zhi'zhe'shi'cheng'fo
以阿弥陀佛殊胜光明,yi'e'mi'tuo'fo'shu'sheng'guang'ming
已发无上正觉之心,yi'fa'wu'shang'zheng'jue'zhi'xin
以方便智,yi'fang'bian'zhi
以奉诸佛,yi'feng'zhu'fo
依佛所行,yi'fo'suo'xing
以佛威力,yi'fo'wei'li
衣服,yi'fu
亦复如是,yi'fu'ru'shi
衣服饮食,yi'fu'yin'shi
宜各精进,yi'ge'jing'jin
宜各勤精进,yi'ge'qin'jing'jin
亦号无边光佛,yi'hao'wu'bian'guang'fo
亦号无量光佛,yi'hao'wu'liang'guang'fo
亦号智慧光,yi'hao'zhi'hui'guang
依何而住,yi'he'er'zhu
以宏誓功德而自庄严,yi'hong'shi'gong'de'er'zi'zhuang'yan
以弘誓功德而自庄严,yi'hong'shi'gong'de'er'zi'zhuang'yan
以华盖上佛已,yi'hua'gai'shang'fo'yi
疑惑不信,yi'huo'bu'xin
疑惑所致,yi'huo'suo'zhi
疑惑于诸菩萨为大损害,yi'huo'yu'zhu'pu'sa'wei'da'sun'hai
以及,yi'ji
以偈颂曰,yi'ji'song'yue
亦皆七宝自然化成,yi'jie'qi'bao'zi'ran'hua'cheng
易可开化,yi'ke'kai'hua
亦令大众,yi'ling'da'zhong
衣毛为起,yi'mao'wei'qi
一名大势至,yi'ming'da'shi'zhi
一名观世音,yi'ming'guan'shi'yin
亿那由他百千佛刹,yi'na'you'ta'bai'qian'fo'sha
亦难开示,yi'nan'kai'shi
亦能超过,yi'neng'chao'guo
亦能了知,yi'neng'le'zhi
意念身口,yi'nian'shen'kou
忆念受持,yi'nian'shou'chi
忆念西方阿弥陀佛,yi'nian'xi'fang'e'mi'tuo'fo
一切大圣,yi'qie'da'sheng
一切大众,yi'qie'da'zhong
一切丰足,yi'qie'feng'zu
一切光明,yi'qie'guang'ming
一切皆成佛,yi'qie'jie'cheng'fo
一切境界,yi'qie'jing'jie
一切空无我,yi'qie'kong'wu'wo
一切平等,yi'qie'ping'deng
一切菩萨,yi'qie'pu'sa
一切如来同所称赞,yi'qie'ru'lai'tong'suo'cheng'zan
一切世间无有等,yi'qie'shi'jian'wu'you'deng
一切所须,yi'qie'suo'xu
一切天人,yi'qie'tian'ren
一切忧恼,yi'qie'you'nao
一切众宝自然合成,yi'qie'zhong'bao'zi'ran'he'cheng
一切种类珍宝成就牢狱,yi'qie'zhong'lei'zhen'bao'cheng'jiu'lao'yu
一切众生,yi'qie'zhong'sheng
一切诸佛之所称赞,yi'qie'zhu'fo'zhi'suo'cheng'zan
一切诸天,yi'qie'zhu'tian
一切庄严,yi'qie'zhuang'yan
以清净心,yi'qing'jing'xin
一日一夜,yi'ri'yi'ye
亦如过去无量佛,yi'ru'guo'qu'wu'liang'fo
以散其上,yi'san'qi'shang
以善攻恶,yi'shan'gong'e
一生补处愿,yi'sheng'bu'chu'yuan
一时,yi'shi
一时来集,yi'shi'lai'ji
衣食自至愿,yi'shi'zi'zhi'yuan
一死一生,yi'si'yi'sheng
以头著地,yi'tou'zhu'di
易往而无人,yi'wang'er'wu'ren
以微妙音歌叹佛德,yi'wei'miao'yin'ge'tan'fo'de
以无碍慧,yi'wu'ai'hui
亦无彼我违怨之想,yi'wu'bi'wo'wei'yuan'zhi'xiang
亦无取舍分别,yi'wu'qu'she'fen'bie
亦无四时,yi'wu'si'shi
亦无岁月劫数之名,yi'wu'sui'yue'jie'shu'zhi'ming
亦无希求,yi'wu'xi'qiu
意无懈时,yi'wu'xie'shi
一向专念阿弥陀佛,yi'xiang'zhuan'nian'e'mi'tuo'fo
一向专志庄严妙土,yi'xiang'zhuan'zhi'zhuang'yan'miao'tu
一心念我,yi'xin'nian'wo
一心清净,yi'xin'qing'jing
一一宝华百千亿叶,yi'yi'bao'hua'bai'qian'yi'ye
亦以大悲心,yi'yi'da'bei'xin
一一光中,yi'yi'guang'zhong
一一华中,yi'yi'hua'zhong
以疑惑心修诸功德,yi'yi'huo'xin'xiu'zhu'gong'de
一一皆见,yi'yi'jie'jian
一一界中如恒沙佛,yi'yi'jie'zhong'ru'heng'sha'fo
以一毛尘,yi'yi'mao'chen
一一缘觉,yi'yi'yuan'jue
一一诸佛,yi'yi'zhu'fo
一音响忍,yi'yin'xiang'ren
亦应随行,yi'ying'sui'xing
亦有宝池莲华,yi'you'bao'chi'lian'hua
意欲,yi'yu
依真谛门,yi'zhen'di'men
以至诚心,yi'zhi'cheng'xin
意志犹豫,yi'zhi'you'yu
以至蜎飞蠕动,yi'zhi'yuan'fei'ru'dong
以诸法药救疗三苦,yi'zhu'fa'yao'jiu'liao'san'ku
以自给济,yi'zi'ji'ji
宜自决断,yi'zi'jue'duan
引导群生,yin'dao'qun'sheng
因发无上心,yin'fa'wu'shang'xin
饮苦食毒,yin'ku'shi'du
饮食快乐,yin'shi'kuai'le
饮食衣服,yin'shi'yi'fu
喑哑,yin'ya
因缘愿力,yin'yuan'yuan'li
影畅表里,ying'chang'biao'li
应常念佛而生喜,ying'chang'nian'fo'er'sheng'xi
应常修习,ying'chang'xiu'xi
应持回向,ying'chi'hui'xiang
应当,ying'dang
应当爱乐修习,ying'dang'ai'yue'xiu'xi
应当一心归依瞻仰,ying'dang'yi'xin'gui'yi'zhan'yang
应发无上菩提之心,ying'fa'wu'shang'pu'ti'zhi'xin
应供,ying'gong
应急想破,ying'ji'xiang'po
璎珞,ying'luo
应念即至,ying'nian'ji'zhi
应念受供愿,ying'nian'shou'gong'yuan
应念受其供养,ying'nian'shou'qi'gong'yang
应念现前,ying'nian'xian'qian
应起西向,ying'qi'xi'xiang
应其心愿悉现与之,ying'qi'xin'yuan'xi'xian'yu'zhi
应勤修行,ying'qin'xiu'xing
应时不获一二三忍,ying'shi'bu'huo'yi'er'san'ren
应时普地六种震动,ying'shi'pu'di'liu'zhong'zhen'dong
应时无量尊,ying'shi'wu'liang'zun
映饰珍奇,ying'shi'zhen'qi
应信我教如实言,ying'xin'wo'jiao'ru'shi'yan
永拔生死之本,yong'ba'sheng'si'zhi'ben
永不退于,yong'bu'tui'yu
永不退转,yong'bu'tui'zhuan
永得解脱,yong'de'jie'tuo
永劫以来,yong'jie'yi'lai
永离恶趣,yong'li'e'qu
永离热恼,yong'li're'nao
永离三垢,yong'li'san'gou
勇猛精进,yong'meng'jing'jin
永无众苦,yong'wu'zhong'ku
踊跃欢喜,yong'yue'huan'xi
踊跃作礼,yong'yue'zuo'li
用自供给,yong'zi'gong'ji
忧爱结缚,you'ai'jie'fu
又彼佛刹诸声闻众,you'bi'fo'sha'zhu'sheng'wen'zhong
犹彼乞人,you'bi'qi'ren
由彼如来加威力故,you'bi'ru'lai'jia'wei'li'gu
优钵罗华,you'bo'luo'hua
游步三界,you'bu'san'jie
游步十方,you'bu'shi'fang
由成如是诸善根故,you'cheng'ru'shi'zhu'shan'gen'gu
游处虚空,you'chu'xu'kong
由此见佛,you'ci'jian'fo
有大慈悲利益心故,you'da'ci'bei'li'yi'xin'gu
有大国主名世饶王,you'da'guo'zhu'ming'shi'rao'wang
有二菩萨,you'er'pu'sa
又放百千光明,you'fang'bai'qian'guang'ming
有佛出世,you'fo'chu'shi
又复池饰七宝,you'fu'chi'shi'qi'bao
又复丑劣,you'fu'chou'lie
有好丑者,you'hao'chou'zhe
有化生者,you'hua'sheng'zhe
又或见善憎谤,you'huo'jian'shan'zeng'bang
又或交结聚会,you'huo'jiao'jie'ju'hui
又见众生,you'jian'zhong'sheng
有九十亿不退菩萨,you'jiu'shi'yi'bu'tui'pu'sa
有空闲时,you'kong'xian'shi
忧苦不绝,you'ku'bu'jue
忧苦万端,you'ku'wan'duan
幽冥之处,you'ming'zhi'chu
有能辨其形色,you'neng'bian'qi'xing'se
又能现一妙色身,you'neng'xian'yi'miao'se'shen
有菩提树,you'pu'ti'shu
有七百二十亿菩萨,you'qi'bai'er'shi'yi'pu'sa
有七宝狱,you'qi'bao'yu
又其道场,you'qi'dao'chang
又其国土微妙安乐,you'qi'guo'tu'wei'miao'an'le
又其讲堂左右,you'qi'jiang'tang'zuo'you
又其名籍,you'qi'ming'ji
有情各各随类解,you'qing'ge'ge'sui'lei'jie
犹如比丘得灭尽定,you'ru'bi'qiu'de'mie'jin'ding
犹如大海,you'ru'da'hai
犹如电光,you'ru'dian'guang
犹如劫水弥满世界,you'ru'jie'shui'mi'man'shi'jie
犹如漏尽比丘,you'ru'lou'jin'bi'qiu
犹如梦幻响,you'ru'meng'huan'xiang
又如明镜,you'ru'ming'jing
犹如明镜,you'ru'ming'jing
游入深法门,you'ru'shen'fa'men
犹如他化自在天王,you'ru'ta'hua'zi'zai'tian'wang
犹如雪山,you'ru'xue'shan
犹如园苑宫殿之想,you'ru'yuan'yuan'gong'dian'zhi'xiang
犹如栴檀,you'ru'zhan'tan
有十八俱胝那由他,you'shi'ba'ju'zhi'na'you'ta
有世界名曰极乐,you'shi'jie'ming'yue'ji'le
由是因缘,you'shi'yin'yuan
有所恚怒,you'suo'hui'nu
有万二千那由他亿众生,you'wan'er'qian'na'you'ta'yi'zhong'sheng
由闻佛名起信心故,you'wen'fo'ming'qi'xin'xin'gu
又闻十方世界诸佛如来,you'wen'shi'fang'shi'jie'zhu'fo'ru'lai
又无量寿佛讲堂精舍,you'wu'liang'shou'fo'jiang'tang'jing'she
有无量无数菩萨,you'wu'liang'wu'shu'pu'sa
有无同忧,you'wu'tong'you
有无相通,you'wu'xiang'tong
游戏神通,you'xi'shen'tong
又贤护等十六正士,you'xian'hu'deng'shi'liu'zheng'shi
犹信罪福,you'xin'zui'fu
有一少一,you'yi'shao'yi
有一亿菩萨,you'yi'yi'pu'sa
又有比丘尼五百人,you'you'bi'qiu'ni'wu'bai'ren
又忧非常,you'you'fei'chang
又有普贤菩萨,you'you'pu'xian'pu'sa
又有殊胜行愿,you'you'shu'sheng'xing'yuan
又有无数声闻之众,you'you'wu'shu'sheng'wen'zhi'zhong
由于此法不听闻故,you'yu'ci'fa'bu'ting'wen'gu
有在地经行者,you'zai'di'jing'xing'zhe
有在地受经,you'zai'di'shou'jing
有在虚空讲诵受听者,you'zai'xu'kong'jiang'song'shou'ting'zhe
又众宝莲华周满世界,you'zhong'bao'lian'hua'zhou'man'shi'jie
于百千劫,yu'bai'qian'jie
于彼二十一俱胝佛土,yu'bi'er'shi'yi'ju'zhi'fo'tu
于彼法中广大胜解,yu'bi'fa'zhong'guang'da'sheng'jie
于彼天人善恶,yu'bi'tian'ren'shan'e
于彼相中,yu'bi'xiang'zhong
愚痴蒙昧,yu'chi'meng'mei
于此经中生导师想,yu'ci'jing'zhong'sheng'dao'shi'xiang
于此剧恶极苦之中,yu'ci'ju'e'ji'ku'zhi'zhong
于此世界,yu'ci'shi'jie
于此世界所有黑山,yu'ci'shi'jie'suo'you'hei'shan
于此修善十日十夜,yu'ci'xiu'shan'shi'ri'shi'ye
于此正法不能闻,yu'ci'zheng'fa'bu'neng'wen
于此中下,yu'ci'zhong'xia
于此诸智疑惑不信,yu'ci'zhu'zhi'yi'huo'bu'xin
与大比丘众万二千人俱,yu'da'bi'qiu'zhong'wan'er'qian'ren'ju
郁单成七宝,yu'dan'cheng'qi'bao
欲得度脱,yu'de'du'tuo
与法相应,yu'fa'xiang'ying
于佛经语都无所信,yu'fo'jing'yu'dou'wu'suo'xin
于佛正道,yu'fo'zheng'dao
雨甘露法,yu'gan'lu'fa
欲害真人,yu'hai'zhen'ren
欲何待乎,yu'he'dai'hu
欲见诸佛净国庄严,yu'jian'zhu'fo'jing'guo'zhuang'yan
欲界天,yu'jie'tian
于今十劫,yu'jin'shi'jie
于莲华内,yu'lian'hua'nei
于莲华中不得出现,yu'lian'hua'zhong'bu'de'chu'xian
欲令,yu'ling
欲令我作佛时,yu'ling'wo'zuo'fo'shi
欲令无量众生,yu'ling'wu'liang'zhong'sheng
雨冥之异,yu'ming'zhi'yi
于其城中,yu'qi'cheng'zhong
于七日中,yu'qi'ri'zhong
与前无异,yu'qian'wu'yi
欲求出离,yu'qiu'chu'li
欲人畏敬,yu'ren'wei'jing
语如钟声,yu'ru'zhong'sheng
喻若须弥,yu'ruo'xu'mi
于三界中平等勤修,yu'san'jie'zhong'ping'deng'qin'xiu
与善相应,yu'shan'xiang'ying
遇善知识,yu'shan'zhi'shi
欲生极乐,yu'sheng'ji'le
与世超异,yu'shi'chao'yi
于是世尊,yu'shi'shi'zun
于世自在王如来前,yu'shi'zi'zai'wang'ru'lai'qian
遇斯光者,yu'si'guang'zhe
于娑婆界,yu'suo'po'jie
于所受用,yu'suo'shou'yong
欲贪多有,yu'tan'duo'you
欲为众恶,yu'wei'zhong'e
欲闻此经而不能得,yu'wen'ci'jing'er'bu'neng'de
于我法中,yu'wo'fa'zhong
与五百大长者,yu'wu'bai'da'zhang'zhe
于五百岁,yu'wu'bai'sui
于五百岁受诸厄也,yu'wu'bai'sui'shou'zhu'e'ye
于无量劫,yu'wu'liang'jie
于无上道,yu'wu'shang'dao
于无上菩提未曾发意,yu'wu'shang'pu'ti'wei'ceng'fa'yi
于无上菩提住不退转,yu'wu'shang'pu'ti'zhu'bu'tui'zhuan
于虚空中共奏天乐,yu'xu'kong'zhong'gong'zou'tian'le
于须臾顷为他演说,yu'xu'yu'qing'wei'ta'yan'shuo
于一念顷,yu'yi'nian'qing
于一切处,yu'yi'qie'chu
于一切法,yu'yi'qie'fa
于一切万物,yu'yi'qie'wan'wu
于一切众生,yu'yi'qie'zhong'sheng
于一食顷,yu'yi'shi'qing
于一昼夜,yu'yi'zhou'ye
欲于何方佛国作佛,yu'yu'he'fang'fo'guo'zuo'fo
欲于今世见阿弥陀佛者,yu'yu'jin'shi'jian'e'mi'tuo'fo'zhe
欲拯群萌,yu'zheng'qun'meng
欲至颈者,yu'zhi'jing'zhe
欲至十方无量佛所,yu'zhi'shi'fang'wu'liang'fo'suo
欲至膝者,yu'zhi'xi'zhe
欲至腰腋,yu'zhi'yao'ye
欲至足者,yu'zhi'zu'zhe
与诸大众前后围绕,yu'zhu'da'zhong'qian'hou'wei'rao
于诸佛法,yu'zhu'fo'fa
于诸佛所,yu'zhu'fo'suo
与诸圣众,yu'zhu'sheng'zhong
雨诸香华,yu'zhu'xiang'hua
于诸有情,yu'zhu'you'qing
与诸众生,yu'zhu'zhong'sheng
于诸众生,yu'zhu'zhong'sheng
欲自厚己,yu'zi'hou'ji
于自善根,yu'zi'shan'gen
远超声闻辟支佛地,yuan'chao'sheng'wen'pi'zhi'fo'di
愿当安住三摩地,yuan'dang'an'zhu'san'mo'di
远二乘境,yuan'er'cheng'jing
蜎飞蠕动之类,yuan'fei'ru'dong'zhi'lei
蜎飞蠕动之属,yuan'fei'ru'dong'zhi'shu
愿佛为我广宣经法,yuan'fo'wei'wo'guang'xuan'jing'fa
愿慧菩萨,yuan'hui'pu'sa
愿己国无异,yuan'ji'guo'wu'yi
冤家债主,yuan'jia'zhai'zhu
愿解如来真实义,yuan'jie'ru'lai'zhen'shi'yi
远离尘垢,yuan'li'chen'gou
远离颠倒,yuan'li'dian'dao
远离分别,yuan'li'fen'bie
愿力宏深第二十九,yuan'li'hong'shen'di'er'shi'jiu
远离虚妄,yuan'li'xu'wang
远离一切殊胜善根,yuan'li'yi'qie'shu'sheng'shan'gen
远离众恶,yuan'li'zhong'e
圆满成就第九,yuan'man'cheng'jiu'di'jiu
圆满功德者,yuan'man'gong'de'zhe
圆满昔所愿,yuan'man'xi'suo'yuan
愿生彼国,yuan'sheng'bi'guo
愿生极乐,yuan'sheng'ji'le
愿生其国,yuan'sheng'qi'guo
愿生我国,yuan'sheng'wo'guo
愿生我刹,yuan'sheng'wo'sha
愿速成菩提,yuan'su'cheng'pu'ti
愿为宣说,yuan'wei'xuan'shuo
愿我得佛清净声,yuan'wo'dei'fo'qing'jing'sheng
愿我智慧光,yuan'wo'zhi'hui'guang
愿以此功德,yuan'yi'ci'gong'de
愿欲往生,yuan'yu'wang'sheng
愿于无量世界成等正觉,yuan'yu'wu'liang'shi'jie'cheng'deng'zheng'jue
悦豫清净,yue'yu'qing'jing
郓城夏莲居法名慈济,yun'cheng'xia'lian'ju'fa'ming'ci'ji
云何出离生死大难,yun'he'chu'li'sheng'si'da'nan
云何此界一类众生,yun'he'ci'jie'yi'lei'zhong'sheng
云何第一,yun'he'di'yi
云聚宝锁,yun'ju'bao'suo
杂色光茂,za'se'guang'mao
在帝王边,zai'di'wang'bian
在帝王边也,zai'di'wang'bian'ye
灾厉不起,zai'li'bu'qi
在人后也,zai'ren'hou'ye
在世教授四十二劫,zai'shi'jiao'shou'si'shi'er'jie
在位不正,zai'wei'bu'zheng
赞叹,zan'tan
则得阿惟越致,ze'de'a'wei'yue'zhi
则得道捷,ze'de'dao'jie
则能欢喜信此事,ze'neng'huan'xi'xin'ci'shi
择其善者,ze'qi'shan'zhe
则为鄙陋,ze'wei'bi'lou
则为广宣大教,ze'wei'guang'xuan'da'jiao
则自悔过,ze'zi'hui'guo
憎嫉善人,zeng'ji'shan'ren
增减经法,zeng'jian'jing'fa
增上其心,zeng'shang'qi'xin
增益邪心,zeng'yi'xie'xin
增长了知,zeng'zhang'le'zhi
斋戒清净,zhai'jie'qing'jing
沾海一滴,zhan'hai'yi'di
湛然香洁,zhan'ran'xiang'jie
辗转其中,zhan'zhuan'qi'zhong
辗转五道,zhan'zhuan'wu'dao
辗转相生,zhan'zhuan'xiang'sheng
长者,zhang'zhe
照触其身,zhao'chu'qi'shen
朝闻夕改,zhao'wen'xi'gai
照耀无极,zhao'yao'wu'ji
照真达俗,zhao'zhen'da'su
辄独闻之,zhe'du'wen'zhi
珍宝,zhen'bao
珍妙宝网,zhen'miao'bao'wang
珍妙殊特,zhen'miao'shu'te
真实功德,zhen'shi'gong'de
真实功德第三十一,zhen'shi'gong'de'di'san'shi'yi
真真洁白,zhen'zhen'jie'bai
证大涅槃者,zheng'da'nie'pan'zhe
拯济负荷,zheng'ji'fu'he
证离生法,zheng'li'sheng'fa
证无所得,zheng'wu'suo'de
正直平等,zheng'zhi'ping'deng
至成大怨,zhi'cheng'da'yuan
至成佛道,zhi'cheng'fo'dao
至诚忠信,zhi'cheng'zhong'xin
至广大智,zhi'guang'da'zhi
智慧,zhi'hui
智慧不明,zhi'hui'bu'ming
智慧功德,zhi'hui'gong'de
智慧广大深如海,zhi'hui'guang'da'shen'ru'hai
智慧光明,zhi'hui'guang'ming
智慧明达,zhi'hui'ming'da
智慧明了,zhi'hui'ming'liao
智慧胜故,zhi'hui'sheng'gu
智慧圣明,zhi'hui'sheng'ming
智慧微浅,zhi'hui'wei'qian
智慧勇猛,zhi'hui'yong'meng
知经复少,zhi'jing'fu'shao
志求严净土,zhi'qiu'yan'jing'tu
智上菩萨,zhi'shang'pu'sa
治身修业,zhi'shen'xiu'ye
知十方去来现在之事,zhi'shi'fang'qu'lai'xian'zai'zhi'shi
值斯经者,zhi'si'jing'zhe
知土如影像,zhi'tu'ru'ying'xiang
止息寂静声,zhi'xi'ji'jing'sheng
至心不断,zhi'xin'bu'duan
志心归依,zhi'xin'gui'yi
至心回向,zhi'xin'hui'xiang
至心精进第五,zhi'xin'jing'jin'di'wu
至心求愿,zhi'xin'qiu'yuan
至心信乐,zhi'xin'xin'le
制行菩萨,zhi'xing'pu'sa
枝叶四布二十万里,zhi'ye'si'bu'er'shi'wan'li
枝叶相向,zhi'ye'xiang'xiang
知一切法,zhi'yi'qie'fa
智勇,zhi'yong
至于彼岸,zhi'yu'bi'an
至于成佛,zhi'yu'cheng'fo
至于威德,zhi'yu'wei'de
志愿安定,zhi'yuan'an'ding
志愿深广,zhi'yuan'shen'guang
志愿无倦,zhi'yuan'wu'juan
志愿无上,zhi'yuan'wu'shang
直至成佛,zhi'zhi'cheng'fo
植众德本,zhi'zhong'de'ben
植诸善本,zhi'zhu'shan'ben
至作佛时,zhi'zuo'fo'shi
众宝之王以为璎珞,zhong'bao'zhi'wang'yi'wei'ying'luo
众宝庄严,zhong'bao'zhuang'yan
中表相应,zhong'biao'xiang'ying
终不从心,zhong'bu'cong'xin
终不得离,zhong'bu'de'li
终不能得,zhong'bu'neng'de
终不退转,zhong'bu'tui'zhuan
终不休止,zhong'bu'xiu'zhi
众共憎厌,zhong'gong'zeng'yan
众魔外道不能动故,zhong'mo'wai'dao'bu'neng'dong'gu
钟磬,zhong'qing
终入恶道,zhong'ru'e'dao
终身不怠,zhong'shen'bu'dai
众生,zhong'sheng
众生睹者,zhong'sheng'du'zhe
众生善根不可思议,zhong'sheng'shan'gen'bu'ke'si'yi
众生闻此号,zhong'sheng'wen'ci'hao
众生闻者,zhong'sheng'wen'zhe
众生心念者,zhong'sheng'xin'nian'zhe
众生业报亦不可思议,zhong'sheng'ye'bao'yi'bu'ke'si'yi
种修福善,zhong'xiu'fu'shan
中有在地讲经,zhong'you'zai'di'jiang'jing
种种共成,zhong'zhong'gong'cheng
种种功德,zhong'zhong'gong'de
种种供具,zhong'zhong'gong'ju
种种供养中,zhong'zhong'gong'yang'zhong
种种色光,zhong'zhong'se'guang
种种庄严,zhong'zhong'zhuang'yan
中住菩萨,zhong'zhu'pu'sa
种诸善本,zhong'zhu'shan'ben
种诸善根,zhong'zhu'shan'gen
周遍其国,zhou'bian'qi'guo
周遍校饰,zhou'bian'xiao'shi
周遍巡历,zhou'bian'xun'li
昼夜,zhou'ye
昼夜不断,zhou'ye'bu'duan
昼夜常念,zhou'ye'chang'nian
昼夜相续,zhou'ye'xiang'xu
昼夜之象,zhou'ye'zhi'xiang
周匝条间,zhou'za'tiao'jian
诸波罗蜜,zhu'bo'luo'mi
住不退转,zhu'bu'tui'zhuan
诸恶绕归,zhu'e'rao'gui
诸佛称叹愿,zhu'fo'cheng'tan'yuan
诸佛称赞亦复如是,zhu'fo'cheng'zan'yi'fu'ru'shi
诸佛光明,zhu'fo'guang'ming
诸佛光明所照远近,zhu'fo'guang'ming'suo'zhao'yuan'jin
诸佛国难比,zhu'fo'guo'nan'bi
诸佛国中,zhu'fo'guo'zhong
诸佛经道,zhu'fo'jing'dao
诸佛密藏,zhu'fo'mi'cang
诸佛名号及菩萨众,zhu'fo'ming'hao'ji'pu'sa'zhong
诸佛如来,zhu'fo'ru'lai
诸佛如来无上之法,zhu'fo'ru'lai'wu'shang'zhi'fa
诸佛刹中,zhu'fo'sha'zhong
诸佛圣力,zhu'fo'sheng'li
诸佛世界,zhu'fo'shi'jie
诸佛世界亦不可思议,zhu'fo'shi'jie'yi'bu'ke'si'yi
诸根寂静,zhu'gen'ji'jing
诸根无缺,zhu'gen'wu'que
贮功德,zhu'gong'de
住行业地,zhu'hang'ye'di
诸漏已尽,zhu'lou'yi'jin
诸难,zhu'nan
诸菩萨中,zhu'pu'sa'zhong
诸菩萨众,zhu'pu'sa'zhong
住普贤行,zhu'pu'xian'xing
住奇特法,zhu'qi'te'fa
住三摩地,zhu'san'mo'di
诸三摩地,zhu'san'mo'di
诸善功德,zhu'shan'gong'de
诸善男子及善女人,zhu'shan'nan'zi'ji'shan'nv'ren
住深禅定,zhu'shen'chan'ding
诸深总持,zhu'shen'zong'chi
诸水流行,zhu'shui'liu'xing
诸天梵众,zhu'tian'fan'zhong
诸天人等,zhu'tian'ren'deng
诸天人民,zhu'tian'ren'min
诸天人民及蜎蠕类,zhu'tian'ren'min'ji'yuan'ru'lei
诸天世人,zhu'tian'shi'ren
诸往生者,zhu'wang'sheng'zhe
住无量亿劫,zhu'wu'liang'yi'jie
诸小行菩萨,zhu'xiao'hang'pu'sa
诸小菩萨及比丘等,zhu'xiao'pu'sa'ji'bi'qiu'deng
诸小王子宁乐此不,zhu'xiao'wang'zi'ning'le'ci'bu
住于定聚,zhu'yu'ding'ju
著于人鬼,zhu'yu'ren'gui
著于无上下,zhu'yu'wu'shang'xia
住于无上真正之道,zhu'yu'wu'shang'zhen'zheng'zhi'dao
住真实慧,zhu'zhen'shi'hui
住正定聚愿,zhu'zheng'ding'ju'yuan
诸众生类,zhu'zhong'sheng'lei
住诸佛所住导师之行,zhu'zhu'fo'suo'zhu'dao'shi'zhi'xing
转变最胜,zhuan'bian'zui'sheng
转共合成,zhuan'gong'he'cheng
专精行道,zhuan'jing'xing'dao
专精修学,zhuan'jing'xiu'xue
转轮圣帝,zhuan'lun'sheng'di
转轮圣王,zhuan'lun'sheng'wang
专求白法,zhuan'qiu'bai'fa
专求净佛土,zhuan'qiu'jing'fo'tu
转生受身,zhuan'sheng'shou'shen
转受余教,zhuan'shou'yu'jiao
转相度脱,zhuan'xiang'du'tuo
转相灌注,zhuan'xiang'guan'zhu
转相教授,zhuan'xiang'jiao'shou
转相教语,zhuan'xiang'jiao'yu
转相克贼,zhuan'xiang'ke'zei
转相拯济,zhuan'xiang'zheng'ji
庄严佛净土,zhuang'yan'fo'jing'tu
庄严清净平等觉经,zhuang'yan'qing'jing'ping'deng'jue'jing
庄严无尽愿,zhuang'yan'wu'jin'yuan
庄严之具,zhuang'yan'zhi'ju
庄严众行,zhuang'yan'zhong'xing
追命所生,zhui'ming'suo'sheng
追逐所生,zhui'zhu'suo'sheng
浊世恶苦第三十五,zhuo'shi'e'ku'di'san'shi'wu
紫磨真金色身,zi'mo'zhen'jin'se'shen
自然保守,zi'ran'bao'shou
自然不起,zi'ran'bu'qi
自然德风徐起,zi'ran'de'feng'xu'qi
自然发应,zi'ran'fa'ying
自然感降,zi'ran'gan'jiang
自然供养,zi'ran'gong'yang
自然光色参回,zi'ran'guang'se'can'hui
自然化生,zi'ran'hua'sheng
自然纠举,zi'ran'jiu'ju
